true_numeric,true_name,pred_numeric,pred_name,test_accuracy,test_balanced_accuracy,test_f1_macro,test_top_3_accuracy,test_top_5_accuracy
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
28,car pass-by,28,car pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,11,Fireworks,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
34,jackhammer,34,jackhammer,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
29,car truck idling,29,car truck idling,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
32,grinder,32,grinder,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
28,car pass-by,28,car pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
2,Bells,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
11,Fireworks,11,Fireworks,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
12,Glass breaking,12,Glass breaking,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
30,drill,32,grinder,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
15,Horn,15,Horn,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
10,Dog barkings and howlings,10,Dog barkings and howlings,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
8,Crickets,3,Birds,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
33,hairdryer,37,saw,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
5,Cat fights and moans,5,Cat fights and moans,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
22,Sirens,22,Sirens,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
30,drill,39,vacuum cleaner,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
4,Brush cutter,4,Brush cutter,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
4,Brush cutter,4,Brush cutter,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
0,Airplanes,39,vacuum cleaner,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
26,Wind turbine,26,Wind turbine,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
7,Cicadas,7,Cicadas,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
5,Cat fights and moans,5,Cat fights and moans,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
22,Sirens,22,Sirens,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
30,drill,39,vacuum cleaner,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
8,Crickets,8,Crickets,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
10,Dog barkings and howlings,10,Dog barkings and howlings,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
36,motorbike pass-by,15,Horn,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
5,Cat fights and moans,5,Cat fights and moans,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
16,Jet aircrafts,38,truck pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
6,Chicken coop,6,Chicken coop,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
36,motorbike pass-by,0,Airplanes,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
11,Fireworks,11,Fireworks,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
36,motorbike pass-by,36,motorbike pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
16,Jet aircrafts,16,Jet aircrafts,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
14,Helicopters,31,fan,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
12,Glass breaking,12,Glass breaking,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
18,Magpies,18,Magpies,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
6,Chicken coop,6,Chicken coop,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
38,truck pass-by,28,car pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
9,Crows,9,Crows,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
0,Airplanes,14,Helicopters,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
24,Train,24,Train,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
33,hairdryer,9,Crows,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
36,motorbike pass-by,36,motorbike pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
12,Glass breaking,12,Glass breaking,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
35,motorbike idling,29,car truck idling,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
0,Airplanes,0,Airplanes,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
27,air compressor,32,grinder,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,26,Wind turbine,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
2,Bells,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
24,Train,24,Train,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
26,Wind turbine,26,Wind turbine,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
34,jackhammer,34,jackhammer,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
15,Horn,15,Horn,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
2,Bells,2,Bells,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
14,Helicopters,24,Train,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
36,motorbike pass-by,36,motorbike pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
22,Sirens,5,Cat fights and moans,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
30,drill,30,drill,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
3,Birds,3,Birds,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
23,Thunder,23,Thunder,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
38,truck pass-by,28,car pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
34,jackhammer,34,jackhammer,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
26,Wind turbine,26,Wind turbine,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
27,air compressor,36,motorbike pass-by,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
24,Train,24,Train,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
10,Dog barkings and howlings,10,Dog barkings and howlings,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
4,Brush cutter,4,Brush cutter,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
27,air compressor,27,air compressor,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
13,Gunshot,13,Gunshot,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
39,vacuum cleaner,33,hairdryer,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,19,Music,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
19,Music,35,motorbike idling,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
25,Voices,25,Voices,0.8693069306930693,0.7208351769059973,0.6991738772230134,0.9495049504950495,0.9762376237623762
